(726, 817) | (768, 558)
(120, 309) | (98, 791)
(236, 120) | (600, 307)
(66, 355) | (260, 122)
(771, 80) | (651, 753)
(848, 385) | (166, 246)
(456, 520) | (394, 644)
(578, 321) | (54, 891)
(901, 514) | (725, 234)
(567, 712) | (45, 941)
(26, 366) | (36, 486)
(751, 989) | (772, 105)
(533, 422) | (709, 922)
(760, 879) | (132, 828)
(886, 615) | (188, 996)
(450, 515) | (821, 664)
(302, 92) | (378, 818)
(50, 796) | (664, 619)
(460, 645) | (168, 246)
(598, 197) | (514, 278)
(48, 755) | (311, 138)
(285, 868) | (802, 430)
(421, 941) | (739, 175)
(95, 267) | (913, 413)
(466, 205) | (333, 2)
(764, 25) | (493, 50)
(647, 911) | (142, 328)
(972, 30) | (26, 716)
(81, 424) | (418, 460)
(415, 634) | (218, 277)
(3, 284) | (802, 381)
(959, 372) | (171, 354)
(913, 766) | (932, 81)
(9, 750) | (381, 93)
(5, 305) | (842, 161)
(168, 370) | (241, 692)
(31, 592) | (364, 430)
(70, 726) | (896, 551)
(400, 334) | (194, 711)
(70, 909) | (363, 160)
(753, 799) | (738, 34)
(626, 221) | (441, 881)
(144, 579) | (994, 928)
(745, 453) | (758, 426)
(943, 457) | (103, 320)
(689, 870) | (216, 4)
(714, 36) | (540, 739)
(974, 519) | (284, 345)
(926, 142) | (886, 168)
(602, 327) | (40, 437)
(55, 307) | (599, 26)
(633, 140) | (903, 38)
(655, 7) | (528, 433)
(17, 599) | (889, 413)
(529, 521) | (456, 292)
(917, 277) | (945, 809)
(726, 949) | (327, 104)
(786, 888) | (927, 898)
(395, 169) | (876, 798)
(840, 641) | (914, 119)
(723, 341) | (739, 554)
(43, 845) | (321, 910)
(913, 913) | (887, 462)
(553, 630) | (9, 49)
(473, 119) | (856, 454)
(703, 608) | (453, 656)
(688, 232) | (768, 990)
(87, 484) | (462, 374)
(604, 379) | (15, 410)
(662, 675) | (444, 507)
(81, 588) | (877, 278)
(50, 258) | (533, 516)
(736, 563) | (774, 342)
(770, 100) | (234, 349)
(30, 294) | (43, 587)
(927, 182) | (151, 766)
(789, 808) | (277, 363)
(974, 88) | (605, 618)
(93, 320) | (714, 31)
(768, 732) | (738, 287)
(57, 463) | (263, 828)
(246, 969) | (653, 506)
(136, 407) | (774, 606)
(985, 411) | (619, 40)
(990, 896) | (445, 169)
(530, 503) | (560, 363)
(365, 146) | (498, 13)
(349, 586) | (767, 561)
(208, 163) | (358, 975)
(295, 18) | (968, 589)
(148, 77) | (972, 476)
(593, 772) | (101, 913)
(265, 972) | (38, 915)
(907, 429) | (2, 115)
(819, 555) | (202, 721)
(893, 775) | (307, 805)
(732, 872) | (611, 717)
(230, 295) | (921, 128)
(801, 379) | (327, 60)
(692, 33) | (117, 138)
(848, 871) | (703, 811)
(922, 460) | (107, 741)
(298, 191) | (461, 878)
(912, 691) | (844, 871)
(962, 834) | (95, 898)
(180, 594) | (216, 191)
(419, 418) | (275, 456)
(224, 60) | (196, 509)
(947, 813) | (148, 450)
(576, 976) | (951, 14)
(371, 24) | (346, 273)
(602, 107) | (322, 365)
(391, 457) | (486, 594)
(494, 454) | (72, 604)
(686, 730) | (368, 252)
(146, 405) | (569, 90)
(904, 950) | (498, 606)
(170, 583) | (354, 680)
(479, 982) | (328, 91)
(114, 767) | (73, 46)
(222, 350) | (492, 430)
(897, 301) | (372, 303)
(363, 887) | (546, 416)
(946, 6) | (671, 599)
(564, 56) | (884, 174)
(110, 858) | (364, 666)
(164, 740) | (364, 299)
(397, 177) | (293, 630)
(849, 697) | (333, 705)
(160, 622) | (578, 859)
(170, 723) | (325, 55)
(335, 696) | (503, 989)
(4, 647) | (223, 914)
(340, 933) | (328, 252)
(984, 405) | (759, 782)
(978, 304) | (874, 201)
(433, 342) | (983, 463)
(130, 860) | (445, 639)
(359, 246) | (419, 982)
(835, 917) | (398, 46)
(71, 552) | (190, 740)
(820, 803) | (518, 163)
(612, 877) | (638, 298)
(833, 346) | (703, 308)
(344, 996) | (784, 942)
(662, 387) | (272, 195)
(840, 389) | (849, 497)
(933, 197) | (764, 558)
(294, 538) | (794, 933)
(86, 763) | (128, 928)
(164, 877) | (439, 306)
(589, 417) | (485, 894)
(616, 337) | (527, 804)
(497, 785) | (626, 142)
(417, 729) | (175, 547)
(616, 912) | (992, 835)
(460, 628) | (696, 670)
(158, 400) | (82, 62)
(199, 281) | (390, 899)
(388, 23) | (230, 612)
(919, 43) | (308, 856)
(740, 780) | (5, 586)
(532, 826) | (815, 673)
(744, 356) | (412, 300)
(239, 716) | (480, 382)
(711, 847) | (739, 924)
(645, 301) | (122, 537)
(870, 612) | (935, 644)
(795, 715) | (39, 980)
(360, 620) | (694, 478)
(65, 359) | (334, 694)
(7, 607) | (77, 888)
(128, 208) | (35, 875)
(893, 594) | (349, 875)
(273, 731) | (979, 206)
(234, 167) | (683, 560)
(203, 177) | (737, 438)
(529, 907) | (687, 355)
(498, 484) | (191, 957)
(213, 189) | (773, 603)
(518, 801) | (42, 945)
(1, 567) | (735, 73)
(998, 455) | (956, 589)
(45, 917) | (878, 319)
(940, 277) | (582, 658)
(189, 600) | (754, 594)
(718, 583) | (253, 826)
(925, 425) | (811, 937)
(68, 623) | (842, 95)
(265, 199) | (95, 960)
(279, 342) | (220, 451)
(498, 405) | (535, 121)
(426, 218) | (562, 593)
(271, 3) | (318, 453)
(441, 95) | (42, 250)
(742, 757) | (578, 874)
(66, 474) | (541, 737)
(595, 947) | (753, 80)
(942, 671) | (805, 812)
(61, 825) | (751, 495)
(33, 248) | (76, 814)
(186, 551) | (670, 549)
(740, 533) | (564, 763)
(971, 362) | (427, 701)
(915, 929) | (68, 575)
(262, 570) | (464, 752)
(479, 781) | (569, 640)
(670, 394) | (144, 885)
(439, 297) | (968, 109)
(362, 331) | (940, 418)
(46, 610) | (737, 947)
(456, 988) | (827, 373)
(75, 332) | (468, 310)
(514, 31) | (857, 909)
(754, 153) | (47, 816)
(251, 61) | (882, 120)
(380, 723) | (107, 187)
(330, 67) | (12, 891)
(181, 53) | (301, 27)
(592, 136) | (474, 221)
(910, 640) | (598, 454)
(195, 954) | (738, 185)
(807, 328) | (600, 773)
(505, 863) | (119, 855)
(73, 224) | (157, 15)
(809, 160) | (529, 972)
(486, 876) | (944, 787)
(454, 995) | (123, 993)
(268, 819) | (556, 405)
(17, 56) | (5, 260)
(68, 180) | (428, 280)
(778, 835) | (52, 810)
(126, 717) | (167, 39)
(216, 80) | (4, 581)
(902, 405) | (444, 199)
(785, 226) | (495, 46)
(652, 174) | (621, 352)
(525, 458) | (532, 851)
(164, 977) | (654, 365)
(894, 486) | (434, 719)
(327, 579) | (879, 830)
(209, 80) | (996, 650)
(19, 864) | (864, 619)
(177, 51) | (125, 446)
(567, 421) | (181, 195)
(84, 932) | (796, 650)
(506, 695) | (434, 471)
(2, 514) | (591, 427)
(437, 275) | (430, 146)
(846, 880) | (544, 900)
(880, 15) | (928, 762)
(431, 369) | (839, 229)
(854, 706) | (407, 924)
(387, 140) | (76, 1)
(804, 937) | (390, 468)
(92, 605) | (432, 830)
(273, 239) | (947, 138)
(342, 208) | (162, 70)
(920, 921) | (435, 24)
(528, 879) | (257, 52)
(64, 962) | (565, 695)
(928, 25) | (116, 778)
(573, 250) | (144, 99)
(714, 734) | (647, 553)
(709, 69) | (92, 310)
(372, 221) | (281, 319)
(412, 646) | (72, 653)
(721, 143) | (270, 228)
(979, 429) | (221, 707)
(981, 511) | (416, 683)
(416, 619) | (722, 405)
(926, 254) | (176, 111)
(478, 62) | (593, 382)
(613, 481) | (619, 828)
(490, 665) | (883, 57)
(618, 728) | (661, 4)
(544, 317) | (737, 838)
(88, 868) | (742, 209)
(630, 599) | (680, 12)
(449, 588) | (289, 848)
(548, 869) | (916, 614)
(351, 474) | (824, 72)
(668, 774) | (180, 423)
(132, 281) | (437, 607)
(882, 607) | (658, 157)
(234, 695) | (402, 996)
(280, 474) | (376, 783)
(452, 559) | (761, 167)
(325, 27) | (847, 826)
(304, 941) | (443, 178)
(300, 194) | (919, 176)
(113, 671) | (484, 747)
(86, 349) | (424, 682)
(977, 716) | (264, 363)
(801, 407) | (978, 767)
(990, 103) | (742, 490)
(834, 277) | (721, 619)
(811, 577) | (883, 581)
(211, 622) | (786, 575)
(622, 937) | (362, 391)
(165, 345) | (978, 136)
(524, 596) | (865, 760)
(146, 358) | (662, 591)
(645, 220) | (666, 610)
(563, 415) | (902, 726)
(302, 444) | (902, 291)
(693, 676) | (820, 842)
(503, 450) | (775, 907)
(354, 32) | (387, 106)
(764, 555) | (788, 908)
(138, 797) | (728, 320)
(976, 854) | (903, 953)
(435, 802) | (163, 521)
(296, 655) | (986, 61)
(159, 196) | (697, 748)
(920, 784) | (104, 479)
(417, 183) | (991, 371)
(938, 400) | (133, 512)
(991, 244) | (448, 681)
(356, 77) | (425, 891)
(706, 228) | (328, 4)
(770, 955) | (98, 902)
(116, 924) | (723, 412)
(703, 646) | (524, 754)
(452, 239) | (172, 187)
(835, 526) | (21, 728)
(247, 934) | (367, 20)
(845, 89) | (141, 524)
(194, 944) | (953, 452)
(739, 951) | (471, 46)
(942, 584) | (832, 469)
(902, 388) | (260, 20)
(606, 684) | (904, 809)
(142, 927) | (673, 483)
(675, 383) | (338, 505)
(233, 201) | (383, 572)
(882, 376) | (22, 563)
(429, 175) | (779, 765)
(612, 929) | (43, 803)
(122, 459) | (592, 654)
(240, 398) | (399, 546)
(806, 35) | (607, 746)
(646, 579) | (306, 495)
(400, 909) | (537, 833)
(671, 430) | (298, 758)
(566, 229) | (582, 338)
(778, 882) | (389, 814)
(896, 865) | (4, 510)
(319, 627) | (405, 774)
(147, 406) | (505, 340)
(667, 48) | (585, 988)
(951, 308) | (256, 82)
(429, 585) | (950, 725)
(56, 162) | (273, 972)
(214, 791) | (975, 697)
(719, 439) | (8, 33)
(227, 908) | (685, 306)
(69, 238) | (910, 233)
(934, 422) | (469, 478)
(83, 694) | (608, 762)
(722, 255) | (117, 339)
(165, 396) | (438, 39)
(342, 750) | (603, 424)
(912, 981) | (446, 307)
(448, 242) | (156, 293)
(304, 465) | (134, 297)
(732, 730) | (875, 633)
(231, 896) | (923, 441)
(111, 659) | (791, 405)
(942, 416) | (492, 347)
(122, 872) | (446, 984)
(894, 46) | (168, 299)
(327, 279) | (913, 497)
(846, 7) | (106, 622)
(662, 899) | (615, 341)
(812, 386) | (838, 754)
(503, 246) | (162, 889)
(366, 812) | (967, 617)
(879, 446) | (340, 625)
(16, 500) | (690, 155)
(419, 554) | (691, 1)
(335, 573) | (768, 717)
(704, 956) | (461, 15)
(324, 46) | (821, 44)
(827, 187) | (886, 954)
(506, 348) | (924, 327)
(399, 366) | (325, 662)
(803, 163) | (453, 509)
(424, 2) | (244, 320)
(15, 375) | (94, 784)
(419, 381) | (833, 757)
(906, 378) | (486, 469)
(46, 661) | (762, 316)
(455, 319) | (266, 343)
(767, 186) | (517, 647)
(898, 615) | (194, 25)
(672, 47) | (950, 807)
(58, 954) | (386, 354)
(514, 699) | (134, 794)
(35, 77) | (850, 96)
(129, 259) | (66, 389)
(696, 21) | (419, 860)
(348, 648) | (716, 722)
(352, 413) | (911, 347)
(962, 104) | (287, 340)
(52, 577) | (57, 925)
(478, 668) | (384, 387)
(751, 653) | (56, 939)
(138, 313) | (790, 275)
(115, 782) | (127, 451)
(713, 357) | (32, 253)
(139, 423) | (969, 373)
(192, 965) | (755, 657)
(558, 24) | (657, 606)
(376, 776) | (833, 479)
(217, 27) | (242, 917)
(223, 499) | (844, 988)
(710, 764) | (69, 174)
(822, 457) | (187, 647)
(809, 107) | (155, 355)
(233, 659) | (612, 74)
(375, 274) | (292, 455)
(635, 570) | (223, 633)
(608, 203) | (693, 56)
(709, 570) | (135, 839)
(146, 867) | (622, 811)
(412, 637) | (608, 851)
(486, 368) | (23, 90)
(180, 177) | (212, 717)
(340, 178) | (3, 259)
(83, 535) | (166, 725)
(474, 823) | (814, 83)
(830, 756) | (404, 883)
(331, 619) | (559, 811)
(355, 428) | (121, 948)
(139, 154) | (273, 22)
(644, 761) | (59, 456)
(509, 98) | (955, 953)
(270, 457) | (608, 713)
(28, 272) | (874, 233)
(446, 525) | (351, 236)
(986, 808) | (987, 142)
(231, 874) | (4, 370)
(976, 402) | (541, 131)
(970, 425) | (226, 527)
(388, 411) | (392, 177)
(837, 273) | (154, 888)
(4, 128) | (219, 800)
(741, 657) | (969, 312)
(340, 316) | (846, 336)
(841, 459) | (814, 490)
(416, 55) | (864, 913)
(410, 89) | (435, 463)
(797, 171) | (942, 173)
(528, 77) | (155, 425)
(245, 501) | (8, 634)
(264, 513) | (375, 391)
(190, 828) | (124, 940)
(532, 876) | (189, 295)
(577, 669) | (674, 476)
(672, 990) | (218, 170)
(22, 775) | (43, 927)
(177, 406) | (786, 514)
(214, 588) | (175, 987)
(506, 950) | (962, 912)
(834, 788) | (550, 698)
(211, 20) | (161, 92)
(126, 604) | (678, 574)
(309, 63) | (686, 717)
(502, 685) | (99, 257)
(70, 109) | (717, 665)
(65, 478) | (686, 393)
(796, 123) | (669, 49)
(283, 932) | (832, 829)
(692, 117) | (526, 175)
(295, 954) | (357, 442)
(409, 461) | (511, 267)
(446, 916) | (760, 722)
(706, 453) | (822, 810)
(886, 240) | (506, 722)
(885, 889) | (282, 652)
(606, 355) | (101, 860)
(777, 16) | (422, 192)
(235, 969) | (197, 386)
(212, 485) | (979, 626)
(304, 686) | (488, 535)
(358, 794) | (819, 411)
(40, 845) | (814, 422)
(309, 694) | (857, 818)
(780, 500) | (420, 538)
(369, 980) | (799, 319)
(913, 243) | (635, 800)
(868, 823) | (852, 630)
(929, 790) | (453, 22)
(924, 485) | (199, 484)
(202, 820) | (354, 208)
(767, 720) | (290, 861)
(324, 509) | (860, 268)
(152, 151) | (154, 796)
(160, 348) | (664, 938)
(754, 430) | (488, 754)
(236, 661) | (781, 717)
(334, 69) | (282, 662)
(1, 656) | (534, 535)
(728, 406) | (212, 703)
(472, 829) | (326, 219)
(303, 569) | (909, 846)
(883, 435) | (288, 527)
(368, 497) | (650, 856)
(537, 220) | (98, 883)
(802, 532) | (613, 88)
(300, 116) | (961, 204)
(898, 154) | (624, 245)
(317, 201) | (943, 671)
(44, 616) | (891, 588)
(980, 419) | (544, 716)
(677, 795) | (190, 255)
(578, 164) | (138, 522)
(114, 292) | (568, 200)
(250, 132) | (197, 62)
(142, 711) | (433, 75)
(584, 183) | (111, 124)
(708, 63) | (974, 597)
(414, 521) | (658, 109)
(320, 781) | (852, 718)
(304, 616) | (752, 561)
(913, 504) | (940, 197)
(673, 990) | (725, 712)
(851, 653) | (39, 27)
(970, 34) | (237, 44)
(88, 865) | (716, 198)
(104, 148) | (949, 459)
(231, 217) | (583, 883)
(664, 607) | (290, 348)
(874, 278) | (968, 230)
(279, 870) | (749, 498)
(59, 476) | (171, 774)
(556, 392) | (969, 450)
(939, 88) | (598, 752)
(153, 740) | (998, 902)
(982, 874) | (557, 869)
(840, 732) | (109, 511)
(314, 890) | (999, 945)
(844, 424) | (482, 538)
(482, 526) | (491, 601)
(74, 157) | (153, 628)
(787, 686) | (212, 156)
(322, 428) | (263, 638)
(149, 208) | (947, 523)
(61, 444) | (583, 54)
(323, 239) | (387, 739)
(807, 685) | (99, 265)
(264, 688) | (814, 418)
(240, 843) | (87, 3)
(421, 551) | (98, 254)
(151, 733) | (299, 557)
(677, 582) | (990, 595)
(391, 883) | (50, 842)
(85, 643) | (228, 720)
(568, 320) | (786, 249)
(570, 554) | (119, 750)
(806, 706) | (854, 444)
(872, 645) | (13, 334)
(89, 579) | (292, 727)
(121, 430) | (919, 756)
(585, 429) | (264, 105)
(635, 641) | (769, 625)
(516, 640) | (903, 593)
(531, 234) | (709, 217)
(594, 842) | (385, 195)
(505, 51) | (717, 341)
(370, 768) | (620, 734)
(800, 464) | (543, 739)
(22, 527) | (582, 751)
(804, 368) | (269, 524)
(893, 441) | (12, 85)
(835, 176) | (781, 591)
(548, 796) | (535, 738)
(197, 855) | (631, 856)
(102, 754) | (826, 961)
(44, 846) | (259, 437)
(959, 715) | (344, 558)
(747, 430) | (304, 502)
(221, 67) | (951, 571)
(552, 37) | (268, 908)
(159, 874) | (639, 291)
(821, 111) | (954, 277)
(353, 638) | (951, 595)
(799, 600) | (552, 398)
(540, 472) | (518, 604)
(990, 51) | (732, 979)
(397, 456) | (881, 926)
(474, 944) | (288, 250)
(702, 957) | (927, 524)
(813, 761) | (134, 169)
(858, 218) | (226, 150)
(969, 374) | (238, 922)
(862, 872) | (920, 460)
(183, 290) | (253, 829)
(877, 467) | (941, 349)
(896, 228) | (705, 804)
(866, 324) | (658, 560)
(452, 780) | (759, 275)
(463, 353) | (836, 337)
(824, 30) | (316, 297)
(786, 620) | (208, 599)
(948, 59) | (804, 457)
(139, 623) | (9, 407)
(170, 602) | (806, 704)
(802, 559) | (242, 244)
(147, 569) | (51, 839)
(638, 852) | (754, 789)
(433, 6) | (759, 237)
(453, 417) | (652, 195)
(13, 83) | (733, 395)
(728, 704) | (80, 767)
(550, 299) | (850, 348)
(367, 380) | (276, 204)
(54, 566) | (360, 878)
(385, 952) | (441, 380)
(927, 243) | (56, 287)
(523, 665) | (695, 733)
(513, 105) | (647, 128)
(395, 808) | (811, 852)
(108, 849) | (913, 516)
(584, 170) | (472, 160)
(470, 81) | (319, 653)
(186, 320) | (879, 460)
(915, 258) | (125, 693)
(879, 75) | (901, 824)
(708, 7) | (284, 337)
(428, 354) | (684, 121)
(429, 742) | (128, 206)
(352, 647) | (485, 228)
(234, 891) | (185, 454)
(626, 646) | (901, 108)
(322, 849) | (171, 362)
(2, 795) | (600, 378)
(890, 674) | (408, 879)
(726, 481) | (406, 160)
(332, 974) | (74, 339)
(845, 321) | (797, 454)
(850, 990) | (615, 473)
(524, 855) | (626, 942)
(937, 746) | (174, 369)
(269, 163) | (746, 912)
(937, 663) | (301, 588)
(446, 436) | (791, 591)
(917, 254) | (255, 600)
(631, 390) | (411, 468)
(838, 477) | (939, 334)
(71, 937) | (960, 557)
(505, 936) | (323, 683)
(815, 347) | (717, 692)
(209, 668) | (528, 500)
(647, 469) | (263, 552)
(4, 112) | (251, 71)
(522, 361) | (717, 692)
(923, 948) | (893, 284)
(32, 147) | (26, 812)
(193, 571) | (656, 320)
(300, 953) | (188, 268)
(876, 744) | (826, 626)
(410, 516) | (574, 830)
(746, 364) | (816, 209)
(30, 192) | (987, 733)
(435, 202) | (451, 651)
(511, 656) | (270, 509)
(227, 406) | (976, 935)
(943, 363) | (994, 324)
(251, 91) | (432, 584)
(397, 144) | (865, 877)
(640, 759) | (124, 433)
(64, 237) | (956, 907)
(627, 95) | (790, 379)
(954, 112) | (627, 904)
(709, 926) | (419, 782)
(44, 350) | (215, 8)
(485, 511) | (44, 75)
(590, 343) | (109, 318)
(697, 18) | (353, 350)
(341, 736) | (359, 820)
(501, 281) | (125, 693)
(899, 619) | (799, 148)
(473, 879) | (850, 291)
(194, 392) | (968, 276)
(910, 694) | (427, 136)
(283, 664) | (787, 650)
(213, 896) | (479, 476)
(344, 549) | (124, 74)
(229, 51) | (422, 302)
(424, 226) | (195, 30)
(205, 764) | (952, 240)
(492, 822) | (306, 870)
(578, 718) | (974, 630)
(971, 836) | (817, 384)
(138, 981) | (39, 456)
(785, 183) | (113, 310)
(385, 105) | (684, 893)
(736, 358) | (972, 4)
(358, 793) | (294, 658)
(353, 820) | (857, 337)
(192, 37) | (595, 958)
(306, 269) | (447, 321)
(852, 78) | (255, 762)
(643, 135) | (258, 130)
(54, 127) | (125, 166)
(796, 49) | (3, 800)
(459, 778) | (272, 77)
(462, 37) | (548, 467)
(692, 590) | (173, 308)
(626, 62) | (937, 162)
(771, 140) | (312, 996)
(824, 53) | (376, 709)
(277, 566) | (437, 802)
(885, 586) | (321, 144)
(278, 488) | (355, 36)
(608, 298) | (873, 314)
(144, 466) | (512, 351)
(605, 982) | (287, 303)
(530, 824) | (394, 876)
(637, 627) | (666, 944)
(842, 789) | (878, 735)
(996, 963) | (261, 879)
(550, 534) | (943, 568)
(81, 974) | (457, 227)
(247, 731) | (22, 555)
(891, 200) | (746, 475)
(874, 869) | (880, 281)
(866, 650) | (166, 191)
(375, 70) | (88, 175)
(580, 615) | (284, 529)
(984, 442) | (288, 583)
(456, 75) | (26, 91)
(611, 799) | (667, 390)
(185, 56) | (405, 280)
(590, 716) | (336, 3)
(570, 346) | (382, 510)
(779, 284) | (662, 706)
(716, 284) | (376, 418)
(77, 191) | (255, 429)
(965, 704) | (261, 682)
(124, 454) | (181, 133)
(288, 101) | (502, 802)
(193, 478) | (321, 154)
(230, 173) | (153, 272)
(638, 141) | (2, 949)
(604, 98) | (291, 390)
(72, 583) | (763, 29)
(562, 275) | (581, 178)
(112, 812) | (141, 365)
(120, 851) | (528, 477)
(346, 338) | (556, 910)
(786, 803) | (895, 39)
(133, 201) | (43, 688)
(123, 461) | (904, 135)
(451, 239) | (646, 471)
(753, 594) | (90, 383)
(907, 652) | (77, 69)
(970, 73) | (730, 161)
(778, 431) | (142, 878)
(475, 211) | (500, 823)
(866, 315) | (533, 165)
(891, 749) | (518, 250)
(573, 55) | (70, 472)
(3, 291) | (7, 395)
(589, 875) | (241, 57)
(292, 85) | (193, 118)
(899, 806) | (786, 242)
(732, 528) | (650, 84)
(962, 4) | (47, 734)
(952, 471) | (622, 695)
(247, 834) | (841, 47)
(865, 455) | (852, 994)
(979, 760) | (21, 523)
(189, 505) | (570, 941)
(425, 558) | (264, 26)
(453, 205) | (231, 376)
(642, 686) | (570, 953)
(447, 968) | (430, 689)
(147, 430) | (809, 458)
(841, 306) | (741, 936)
(433, 839) | (290, 121)
(127, 603) | (766, 586)
(594, 235) | (287, 720)
(475, 736) | (803, 204)
(922, 995) | (698, 161)
(693, 706) | (65, 171)
(560, 326) | (428, 62)
(294, 561) | (550, 833)
(783, 121) | (812, 617)
(596, 229) | (961, 555)
(671, 965) | (69, 78)
(911, 424) | (713, 907)
(696, 414) | (174, 652)
(185, 90) | (133, 426)
(877, 77) | (245, 180)
(417, 5) | (128, 883)
(83, 217) | (669, 376)
(559, 876) | (960, 644)
(711, 944) | (319, 645)
(413, 245) | (588, 654)
(929, 731) | (850, 421)
(41, 812) | (24, 578)
(648, 809) | (168, 693)
(454, 233) | (156, 197)
(973, 772) | (634, 18)
(9, 429) | (17, 853)
(589, 139) | (387, 804)
(25, 134) | (375, 625)
(942, 720) | (378, 88)
(659, 732) | (262, 220)
(522, 23) | (342, 878)
(676, 794) | (363, 976)
(115, 649) | (629, 48)
(255, 348) | (775, 73)
(767, 921) | (229, 50)
(929, 369) | (692, 669)
(766, 147) | (564, 236)
(199, 966) | (616, 650)
(338, 612) | (560, 925)
(941, 449) | (947, 591)
(911, 627) | (600, 648)
(37, 445) | (367, 48)
(772, 20) | (399, 573)
(135, 118) | (947, 677)
(155, 4) | (404, 593)
(634, 175) | (36, 915)
(603, 551) | (919, 882)
(185, 291) | (330, 533)
(699, 369) | (574, 838)
(700, 234) | (915, 18)
(331, 443) | (717, 532)
(991, 856) | (695, 77)
(190, 253) | (504, 420)
(253, 621) | (850, 457)
(260, 795) | (717, 42)
(407, 585) | (57, 876)
(811, 653) | (876, 223)
(251, 622) | (399, 251)
(490, 281) | (741, 495)
(194, 873) | (549, 359)
(390, 950) | (641, 605)
(267, 314) | (701, 334)
(545, 30) | (79, 553)
(959, 10) | (147, 512)
(349, 912) | (819, 183)
(621, 453) | (381, 257)
(655, 645) | (952, 15)
(504, 157) | (673, 900)
(795, 640) | (668, 277)
(472, 877) | (399, 707)
(565, 84) | (631, 24)
(459, 288) | (198, 486)
(320, 944) | (27, 811)
(261, 448) | (962, 84)
(10, 345) | (54, 119)
(194, 948) | (389, 194)
(704, 480) | (444, 518)
(538, 309) | (743, 108)
(236, 661) | (869, 4)
(796, 481) | (696, 589)
(102, 340) | (503, 244)
(172, 126) | (495, 127)
(950, 743) | (7, 300)
(299, 902) | (387, 599)
(86, 190) | (501, 580)
(204, 116) | (466, 77)
(160, 295) | (16, 794)
(959, 109) | (554, 341)
(801, 496) | (934, 616)
(980, 502) | (457, 379)
(448, 591) | (727, 527)
(63, 874) | (327, 905)
(65, 504) | (966, 555)
(569, 744) | (137, 798)
(34, 587) | (825, 356)
(645, 780) | (137, 912)
(105, 433) | (186, 563)
(377, 896) | (356, 683)
(144, 426) | (861, 682)
(966, 650) | (812, 826)
(166, 706) | (778, 412)
(115, 152) | (158, 622)
(588, 7) | (466, 958)
(546, 351) | (36, 40)
(53, 962) | (970, 723)
(533, 279) | (939, 850)
(400, 964) | (636, 994)
(628, 522) | (975, 654)
(947, 9) | (229, 929)
(300, 126) | (495, 109)
(391, 392) | (207, 461)
(268, 738) | (610, 894)
(247, 551) | (782, 635)
(694, 399) | (867, 167)
(468, 603) | (998, 797)
(77, 292) | (606, 337)
(193, 168) | (433, 805)
(193, 53) | (451, 772)
(361, 665) | (714, 806)
(431, 224) | (616, 271)
(172, 471) | (188, 339)
(850, 909) | (947, 606)
(257, 889) | (13, 511)
(486, 695) | (920, 270)
(557, 271) | (877, 646)
(560, 922) | (176, 946)
(169, 854) | (235, 184)
(782, 755) | (222, 471)
(947, 919) | (250, 892)
(566, 902) | (34, 303)
(390, 205) | (3, 567)
(68, 311) | (256, 98)
